;name;city;bezirk;street_nr;lat;lng;types;business_status;price_level;rating;user_ratings_total
ChIJ312Sx5VHqEcRQ-7PD9NmeQQ;www.rapskernoel.info;Berlin;Bezirk Treptow-Köpenick;Richterstraße 5;52.4110378;13.5716752;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ312Sx5VHqEcR9lNGkCJtY5k;www.eierbirne.de;Berlin;Bezirk Treptow-Köpenick;Richterstraße 5;52.4110378;13.5716752;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJP4qvqzVGqEcRVIYKFyafJG4;Gaststätte Ebel;Berlin;Bezirk Treptow-Köpenick;Semmelweisstraße 1;52.4213889;13.5391667;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;401
ChIJtfRchahHqEcRMpQOdXdfqkk;Gaststätte Zum Bohnsdorfer Eck;Berlin;Bezirk Treptow-Köpenick;Grünbergallee 101;52.3997993;13.5462503;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;407
ChIJvTAbTJdHqEcRGqoJw-mby5k;La Dolce Vita & IL Porto;Berlin;Bezirk Treptow-Köpenick;Waltersdorfer Straße 1A;52.4048827;13.5732469;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;281
ChIJVbsKg_NHqEcRwNAwkoaiYUQ;Restaurant La Dolce Vita;Berlin;Bezirk Treptow-Köpenick;Waltersdorfer Straße 1A;52.4048827;13.5732469;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ7RWyBXFIqEcRGxB1q9ErIpw;Ausflugslokal Mutter Lustig;Berlin;Bezirk Treptow-Köpenick;Müggelheimer Straße 1;52.44408800000001;13.574871;['restaurant', 'bar', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.1;1099
ChIJYRmfA25IqEcR6Ah92nEs_N0;Duke Bar;Berlin;Bezirk Treptow-Köpenick;Freiheit 15;52.4479303;13.5770142;['bar', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;148
ChIJZft0Gt5RqEcRjQ3jas-fMfY;BWSG Berliner Wassersport und Service GmbH & Co. Betriebs KG;Berlin;Bezirk Treptow-Köpenick;Wendenschloßstraße 350-354;52.4254075;13.584149;['travel_agency', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;3.7;55
ChIJtUwRdfVRqEcR8q1nFXxN-Hc;Anlegestelle Alte Börse / BWSG Berliner Wassersport und Service GmbH;Berlin;Mitte;Burgstraße 27;52.52143169999999;13.4008015;['travel_agency', 'point_of_interest', 'establishment'];OPERATIONAL;;4.3;192
ChIJeSkpjyw4qEcR5ZUHP-LkszU;weinservice-berlin.de;Berlin;Bezirk Treptow-Köpenick;Tongrubenweg 110;52.41992;13.66295;['point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJL3Q9jLQ5qEcRbTB-4dxwNrI;GOLDGRÜN Wein Café Feinkost;Bezirk Treptow-Köpenick;Alt-Müggelheim;1 1A;52.41233920000001;13.6604297;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;6
ChIJ7UVAtx1IqEcRebVQrRbNrG8;Gasthaus Hahn's Mühle;Berlin;Bezirk Treptow-Köpenick;Hahns Mühle 12;52.4465101;13.61462;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;139
ChIJN2Kx-G03qEcREXl2KZRpMj0;Ajad Indian restaurant;Berlin;Bezirk Treptow-Köpenick;Fürstenwalder Allee 62;52.4393548;13.6917822;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;308
ChIJa7WleXlJqEcRcd-F4oz7UBQ;Fermenthaus-unverpackt Laden;Berlin;Bezirk Marzahn-Hellersdorf;Hellersdorfer Straße 77-83;52.5212189;13.5872373;['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment'];CLOSED_PERMANENTLY;;;0
ChIJAergcnhJqEcRST9W0VduzeY;Restaurant „Zur S-Bahn“;Berlin;Bezirk Marzahn-Hellersdorf;Heinrich-Grüber-Straße 1;52.5124647;13.5878597;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;1021
ChIJDREFK-xJqEcRtuhTL6KbnQA;McDonald's;Berlin;Bezirk Marzahn-Hellersdorf;Alt-Mahlsdorf 60;52.5043337;13.6234395;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.2;1055
ChIJaaxbeg5JqEcRYLlhm4ga3c4;Restaurant Pathos Berlin;Berlin;Bezirk Marzahn-Hellersdorf;Hultschiner Damm 82;52.4824601;13.6018253;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;316
ChIJWeN2dsBJqEcR7vnUvQw8Kd8;Rossini III;Berlin;Bezirk Marzahn-Hellersdorf;Hultschiner Damm 238;52.49557729999999;13.6114209;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;612
ChIJmWh_m2xJqEcRa5-RS5D0nb4;Rossini II;Berlin;Bezirk Marzahn-Hellersdorf;Köpenicker Straße 25;52.5050298;13.562021;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;323
ChIJ6ydhTuxJqEcRSMQwcNq1oTI;L'Osteria Berlin Mahlsdorf;Berlin;Bezirk Marzahn-Hellersdorf;Alt-Mahlsdorf 88;52.50364219999999;13.622098;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;2525
ChIJgcFYBfZLqEcRUdBlAcb7s7A;Subway;Berlin;Bezirk Marzahn-Hellersdorf;Marzahner Promenade 1A;52.5436813;13.5448268;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;392
ChIJkzkR4KpOqEcR2vmY_753Zi4;Partyservice A. Rohde GmbH;Berlin;Bezirk Marzahn-Hellersdorf;Allee der Kosmonauten 33F;52.5259328;13.5299642;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;97
ChIJs8blKwBMqEcRNv9qMiY0oLQ;Cafeteria Uwe Gläser;Berlin;Bezirk Marzahn-Hellersdorf;Coswiger Straße 5;52.5288753;13.5307413;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.1;39
ChIJobGairRJqEcRjhp_n82GTe4;Lemongarden;Berlin;Bezirk Marzahn-Hellersdorf;Alt-Biesdorf 11;52.5091937;13.5494793;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4;8
ChIJ0T4rZJBLqEcRMMuJTnCS-g8;Steakhaus Marzahn;Berlin;Bezirk Marzahn-Hellersdorf;Mehrower Allee 52;52.5558341;13.5668633;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;1208
ChIJJzgtJh5LqEcR0wMwe9K6tpA;KHOSCHK Oriental Nutrition;Berlin;Bezirk Marzahn-Hellersdorf;Hellersdorfer Weg 35;52.5628904;13.5552478;['grocery_or_supermarket', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;5;43
ChIJIy82flFMqEcR2zWyfSCqzWE;Gaststätte Barnimquell;Berlin;Bezirk Lichtenberg;Zingster Straße 23;52.5670189;13.4995607;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;730
ChIJp6hL65RNqEcRs3qPcScLAHI;Bretzelschmiede;Berlin;Berlin;Bezirk Lichtenberg B2;52.5775049;13.4835824;['bakery', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;;0
ChIJf-1-JHdNqEcR3dwHnk9rkr8;Brezelschmiede;Berlin;Bezirk Lichtenberg;Dorfstraße 11;52.5776616;13.4835975;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJTRUm0BNMqEcRuWND9fwmJSw;BRAL Reststoff-Bearbeitungs GmbH;Berlin;Bezirk Lichtenberg;Marzahner Straße 36;52.54624;13.523416;['point_of_interest', 'establishment'];OPERATIONAL;;3.4;26
ChIJJxY5QA9OqEcRf2qCbQpR2v4;Partyservice Otte GmbH;Berlin;Bezirk Pankow;Berliner Allee 261;52.56151999999999;13.46736;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;18
ChIJb5rnXcNNqEcRRShyo2qKO6E;BioCafé und BioRestaurant Mandelbaum in Weißensee;Berlin;Bezirk Pankow;Smetanastraße 9;52.54908880000001;13.4591476;['cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;375
ChIJ-y1Sq8VNqEcR3ZCPeGhzx54;Yellow Pizza;Berlin;Bezirk Pankow;Bizetstraße 129;52.55016;13.4638807;['meal_delivery', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;3.3;59
ChIJM0SVWPlZqEcRwuSUR3V7oPY;India Haus Wannsee;Berlin;Bezirk Steglitz-Zehlendorf;Königstraße 14;52.41976649999999;13.1595075;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.5;369
ChIJhV6QxL9SqEcRNJm9rlmVeKc;Palast Bistro;Berlin;Bezirk Pankow;Schweizer Tal 48;52.60738;13.42091;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;161
ChIJhUN_b3hRqEcR0IdRG-Gf9dg;auszeit;Berlin;Bezirk Pankow;Hermann-Hesse-Straße 15;52.5802437;13.4010095;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;917
ChIJm6npdWdSqEcR8by99zUavow;Café Sommerlust in the castle garden Schoenhausen;Berlin;Bezirk Pankow;Tschaikowskistraße 1;52.57838;13.4056801;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;166
ChIJU3kG2l1SqEcRvvGgxZJTSfM;Let's Burger;Berlin;Bezirk Pankow;Hermann-Hesse-Straße 4-10;52.5809923;13.4017066;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;177
ChIJ04qUHVZSqEcRtR0l2NxhrUw;Zum Torhaus;Berlin;Bezirk Pankow;Nordendstraße 46;52.5884629;13.3872722;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.5;152
ChIJd0zLuONNqEcR_cpOfmo09YM;Online Biogarten Vertriebs GmbH;Berlin;Bezirk Pankow;Naugarder Straße 6;52.5429;13.43879;['store', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJjelhCthSqEcRLcw0ZsusVj0;Café Steckenpferd Berlin;Berlin;Bezirk Pankow;Hauptstraße 35;52.6192472;13.3935719;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;116
ChIJFc6RQmpSqEcR3Jh2BcygV0c;Café Schön & Gut | wine shop;Berlin;Bezirk Pankow;Neue Schönholzer Straße 2;52.56873;13.4014;['cafe', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.6;93
ChIJHwGOfm9TqEcRnelD61X8XM8;Cafe Genüsslich;Berlin;Bezirk Pankow;Heynstraße 33;52.56539850000001;13.4028214;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;45
ChIJxVVL6PdNqEcRI7g8XiPtjh0;Athena-Roma Gaststättenbetrieb GmbH & Co Kg;Berlin;Bezirk Pankow;Jenny-Lind-Straße 7;52.5610029;13.4237602;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;328
ChIJkcRr59RTqEcRtGrBkHJ-izU;Schraders Bar and Kitchen;Berlin;Mitte;Malplaquetstraße 16B;52.551679;13.358223;['cafe', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;1060
ChIJd2c_QSpSqEcR23sRR8RQkZs;Ribisel Catering GmbH;Berlin;Mitte;Schulstraße 24;52.549362;13.3643012;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;10
ChIJ5x0_04dRqEcRjQqK2x9cWnw;Louis Alfons - PREMIUM BURGER & VEGGIE GRILL;Berlin;Mitte;Gerichtstraße 60;52.5442931;13.3712241;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;478
ChIJ5zZQ3d1TqEcRavR4gCEgqD8;Restaurant Zagreb-Grill;Berlin;Mitte;Nachtigalplatz 25;52.5573033;13.3339669;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.8;199
ChIJtdwgHYJRqEcRvCj_XQRLUXo;Shikgoo;Berlin;Mitte;Tegeler Straße 25;52.542699;13.356992;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;280
ChIJr6ODKFxRqEcRi5vaDcN5uIM;12 Cafe & Bar;Berlin;Mitte;Sprengelstraße 12;52.5421277;13.3556293;['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.7;115
ChIJWY0qz2hZqEcRQbGOA0CvCHQ;Mi Chola;Germany;Berlin;Bezirk Steglitz-Zehlendorf Berlin;52.4306318;13.1936009;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;5;9
ChIJL9ejzPlZqEcRIVOD4BVNv9k;Seespecht;Berlin;Bezirk Steglitz-Zehlendorf;Hohenzollern Platz 7;52.430765;13.19379;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.9;16
ChIJE_mRTPZRqEcR34csb4aCUss;Il Paese;Berlin;Mitte;Demminer Straße 13;52.54206339999999;13.3977807;['restaurant', 'food', 'point_of_interest', 'establishment'];CLOSED_TEMPORARILY;1;4.4;117
ChIJuZci8iFSqEcR_b8J8AaEmsc;La Femme;Berlin;Mitte;Badstraße 67;52.5500919;13.3851752;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.9;696
ChIJPyo2-yFSqEcRUhlgXg3pQxA;La Femme;Berlin;Mitte;Badstraße 4;52.54964140000001;13.3893612;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;2
ChIJWWu2WVtTqEcRmZpEZ_lUHqQ;AKKO Chicken & Grilled;Berlin;Mitte;Badstraße 21;52.5519694;13.3828353;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;164
ChIJVVXZxxdSqEcRf0Bd7Vbo4ls;Kakadu;Berlin;Mitte;Grüntaler Straße 50;52.5570457;13.3954043;['point_of_interest', 'establishment'];OPERATIONAL;;4;1
ChIJgQxLfDtSqEcRYM7lP_kG654;American Burger;Berlin;Mitte;Prinzenallee 38;52.5583324;13.3862959;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;2.2;54
ChIJKe2ifjtSqEcRz0V51FiEkUU;Beirut Brunch;Berlin;Mitte;Prinzenallee 37;52.5583687;13.3862551;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.4;47
ChIJE3bITDJSqEcRhixWXpl89nY;Zum Ritter;Berlin;Bezirk Reinickendorf;Ritterlandweg 5;52.56081;13.36956;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.6;525
ChIJlbLhsjNSqEcRaqRRkSMXN3E;Croatia Grill;Berlin;Bezirk Reinickendorf;Ritterlandweg 5;52.56081;13.36956;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.6;12
ChIJYf1zV8tTqEcRNpJn6cKTCwc;Restaurant Pferdestall;Berlin;Bezirk Reinickendorf;Pankower Allee 5;52.5640626;13.3653435;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;542
ChIJmWaIYS1SqEcRWTRkmcAvMJY;Taverna Hellas Ariston - Restaurant & Lieferservice;Berlin;Bezirk Reinickendorf;Markstraße 20;52.5582153;13.3657262;['meal_delivery', 'meal_takeaway', 'bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.1;506
ChIJ_WBiNz9TqEcRjh5rNexmpIk;Restaurant la Mardini;Berlin;Bezirk Reinickendorf;Pankower Allee 91;52.5649018;13.3770937;['restaurant', 'meal_delivery', 'meal_takeaway', 'bar', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.2;12
ChIJHbB_QXRTqEcRqV7wEJrSEGQ;Ristorante Capitano;Berlin;Bezirk Reinickendorf;Eichhorster Weg 9;52.59720319999999;13.3460677;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;238
ChIJn4aMRHhTqEcRfOH7TpNBA60;Aanjal Indisches Restaurant;Berlin;Bezirk Reinickendorf;Oranienburger Straße 92;52.5966608;13.3330698;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;778
ChIJlVc0wn5UqEcR_u89wPOstnI;Trattoria Isola Verde;Berlin;Bezirk Reinickendorf;Gorkistraße 206;52.5931125;13.3129149;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;364
ChIJ5T1IahEgZUERxcQ-kI68SmQ;Taverna Orakel Hellas;Berlin;Bezirk Reinickendorf;Dannenwalder Weg 70;52.5911293;13.3464126;['meal_delivery', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;320
ChIJ7w3MumlUqEcRH-fgydhIx1M;die FoodWerkstatt;Berlin;Bezirk Reinickendorf;Ludolfingerplatz 6;52.6328879;13.2870991;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.7;88
ChIJNUDUFSurqUcRTEg41TJgjDI;Ristorante Landhaus am Poloplatz;Berlin;Bezirk Reinickendorf;Am Poloplatz 9;52.64508719999999;13.2882396;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.4;185
ChIJrz7MbNBUqEcRpNdFDLTYrkg;Kaffeehaus Zeltinger;Berlin;Bezirk Reinickendorf;Zeltinger Platz 1A;52.6333824;13.2897475;['cafe', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;746
ChIJ2YqdNtiqqUcRqvIBSeihUFA;Landhaus Hubertus;Berlin;Bezirk Reinickendorf;Invalidensiedlung 46;52.6554967;13.2840397;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;468
ChIJC71rg5VUqEcRW8eeCMhDGXk;Der Gaideck;Berlin;Bezirk Reinickendorf;Heinsestraße 53;52.6192752;13.3045812;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.6;354
ChIJnfyqfpVUqEcRRu0ILnKgSD8;Ristorante Da Mastrangelo UG (haftungsbeschränkt);Bezirk Reinickendorf;Hermsdorfer Damm;179 Antonino Mastrangelo;52.6197853;13.3038352;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;191
ChIJpzdYJENUqEcRpMv2rKeNads;Ristorante Donna Francesca;Berlin;Bezirk Reinickendorf;Alt-Tegel 15;52.58896569999999;13.280824;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;380
ChIJXevE4kNUqEcRL-iTOyd9_Uc;Fishermans - DAS Fischrestaurant;Berlin;Bezirk Reinickendorf;Eisenhammerweg 20;52.5852238;13.2767388;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.3;553
ChIJWclS40NUqEcRXqsFNwblgfY;SeeGarten Tegel;Berlin;Bezirk Reinickendorf;Eisenhammerweg 20;52.5849136;13.2759404;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;334
ChIJX1Q3b0NUqEcRaXTC7FdgojE;China Restaurant Lucky Chinese;Berlin;Bezirk Reinickendorf;Alt-Tegel 29;52.5883064;13.2785967;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4;391
ChIJEYi5HGJUqEcRZe5BNZM0HIc;Schmeckt;Berlin;Bezirk Reinickendorf;Waidmannsluster Damm 50;52.59800509999999;13.2980119;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;134
ChIJo4CRmHFUqEcRzEfKa4knkBg;Atma;Berlin;Bezirk Reinickendorf;Räuschstraße 57A;52.5833972;13.3013655;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.7;171
ChIJy7B-NEhWqEcRXawaU_aWTi0;Beyzade Restaurant - orientalische Spezialitäten;Berlin;Bezirk Spandau;Klosterstraße 10;52.53165849999999;13.1970119;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;287
ChIJqeJIpYL4qEcRyWxRkUzSk4Y;EventKantine Berlin;Berlin;Bezirk Spandau;Staakener Straße 53;52.537371;13.1638101;['point_of_interest', 'establishment'];OPERATIONAL;;4.2;37
ChIJqeJIpYL4qEcRZzu8NKA2TY8;Genussboten Catering GmbH;Berlin;Bezirk Spandau;Staakener Straße 53-63;52.53691999999999;13.1664;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.8;11
ChIJqeJIpYL4qEcR7eaVbTSg7xs;Leckerschmecker Catering Berlin;Berlin;Bezirk Spandau;Staakener Straße 53-63;52.5370176;13.1659918;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;4
ChIJX7D4zhVWqEcRdsZhHcYzrhw;Restaurant Xhevdet Peci;Berlin;Bezirk Spandau;Falkenhagener Straße 38;52.54733;13.19673;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJ03QbzhVWqEcRvkh4cn-rj-g;Ristorante Il Vagabondo;Berlin;Bezirk Spandau;Falkenhagener Straße 38;52.5474495;13.1967027;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;4.3;243
ChIJLeHqc0FWqEcRpbsmTg4T_cI;Brauhaus Spandau - Restaurant & Hotel;Berlin;Bezirk Spandau;Neuendorfer Straße 1;52.54071709999999;13.2066122;['lodging', 'bar', 'liquor_store', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;1192
ChIJH_fMIOBVqEcRJSEznmV6IJ8;Dilgs Caterers & Catering Berlin;Berlin;Bezirk Spandau;Niederneuendorfer Allee 1;52.565383;13.2100071;['food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.7;34
ChIJ45UqYRlWqEcR_JLLUuKhN_E;Restaurant Dioklecijan Split;Berlin;Bezirk Spandau;Pionierstraße 51;52.5516245;13.1844561;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;540
ChIJuXDqMpz4qEcRDibTHIcllVI;Trattoria Da Francesco;Berlin;Bezirk Spandau;Seegefelder Weg 230;52.5421078;13.1660943;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.5;356
ChIJdaUDjJH4qEcRygpmCwfmgGs;Heidekrug;Berlin;Bezirk Spandau;Am Heideberg 14;52.5415323;13.1469896;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;187
ChIJ2957vMRXqEcRp2ZFx6ag4bg;Trattoria Villa Arcinos;Berlin;Bezirk Spandau;Wilhelmstraße 89;52.5107898;13.1716467;['bar', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.4;406
ChIJmbrIyEZWqEcRrjGzTR9Ucmg;Steakeria Satt und Selig;Berlin;Bezirk Spandau;Carl-Schurz-Straße 47;52.53826429999999;13.2044476;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;3.9;1081
ChIJidiIc-VWqEcRgYS18_2JBoE;Mischau GmbH & Co. KG;Berlin;Bezirk Spandau;Wiesendamm 29 – 31;52.52779330000001;13.2432723;['grocery_or_supermarket', 'meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;;4.2;71
ChIJPQpYq0ZWqEcRvGCY1h5aFE0;FADICE;Berlin;Bezirk Spandau;Havelstraße 19;52.5385574;13.2062299;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;1;3.9;140
ChIJv2B54kZWqEcR8U2GtSpZvSE;Charlotte;Berlin;Bezirk Spandau;Charlottenstraße 14a;52.53725999999999;13.2022299;['bar', 'cafe', 'restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.3;1176
ChIJbxGH_XchZUERTZ73JGyLZSg;Restaurant*Bar MeilenStein;Berlin;Bezirk Spandau;Am Juliusturm 104;52.5396835;13.2061209;['restaurant', 'cafe', 'bar', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4;557
ChIJT2odOf9XqEcRAgXt0NOTCdg;ΤΕΛΩΝΕΙΟ Greek Taverna;Berlin;Bezirk Spandau;Möllentordamm 1;52.53992;13.207448;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;230
ChIJE4qt_1pXqEcR_0uFu39JAoY;Eli Eis;Berlin;Bezirk Spandau;Carl-Schurz-Straße 35;52.5373616;13.2030691;['food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.6;197
ChIJXf1tf-xRqEcRN5MsWkHJ3g4;Eat-IT.de;Berlin;Mitte;Chausseestraße 122;52.52922919999999;13.3840817;['meal_takeaway', 'restaurant', 'food', 'school', 'point_of_interest', 'establishment'];OPERATIONAL;;;0
ChIJGTjXYkJRqEcR8w7JbjYax5Y;Catering Aleppo Al Shahba;Berlin;Bezirk Charlottenburg-Wilmersdorf;Dahrendorfzeile 12;52.53557000000001;13.29168;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;23
ChIJJ7RcultRqEcRZzlFaR5btDY;Michalski Meat Trading GmbH;Berlin;Bezirk Charlottenburg-Wilmersdorf;Riedemannweg 61-63;52.5460507;13.3158242;['food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.3;59
ChIJIQLxqSlXqEcR4VIvx2Ky9qo;Ristorante Piccolo Mondo;Berlin;Bezirk Charlottenburg-Wilmersdorf;Reichsstraße 9;52.51236249999999;13.2678946;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;3;4.5;738
ChIJmXldSv5QqEcRWgeqefVwkmk;Joe's Wirtshaus Restaurant am Theodor-Heuss Platz;Berlin;Bezirk Charlottenburg-Wilmersdorf;Theodor-Heuss-Platz 10;52.50991669999999;13.2708742;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.2;633
ChIJBXjuBSlXqEcRCGEkyIgNY2Y;Spezialitata Italiane VIA VAI;Berlin;Bezirk Charlottenburg-Wilmersdorf;Reichsstraße 9;52.5122727;13.2680045;['restaurant', 'food', 'point_of_interest', 'store', 'establishment'];OPERATIONAL;2;4.5;155
ChIJMeLkGdpXqEcR2jDpGlmh394;Mahanakhon Thai Cuisine;Berlin;Bezirk Charlottenburg-Wilmersdorf;Reichsstraße 3;52.5107781;13.2706202;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;4.4;74
ChIJmRaE9StXqEcRJvFYj2DpxDo;BLOCK HOUSE Theodor-Heuss-Platz;Berlin;Bezirk Charlottenburg-Wilmersdorf;Theodor-Heuss-Platz 12;52.5096354;13.2707032;['meal_takeaway', 'restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;2;4.3;2008
ChIJ8QXBqf1XqEcRQ-tYLsIwaEc;Schumanns Marron;Berlin;Bezirk Charlottenburg-Wilmersdorf;Kastanienallee 20;52.5102802;13.2681232;['restaurant', 'food', 'point_of_interest', 'establishment'];OPERATIONAL;;5;1
